series_id,value,date,value_10yravg,sd_10yravg,value_1yravg,sd_1yravg,zscore_10yravg,zscore_1yravg
LES1252881600Q,362,2019-11-01,NA,NA,358.1666666666667,2.691175253012007,NA,1.4244086590209928
LES1252881600Q,362,2019-12-01,343.1,8.68438180845119,358.75,2.70100991213556,2.1763207119253414,1.2032536368703586
LES1252881600Q,367,2020-01-01,343.2916666666667,8.95403372162263,359.75,3.333712099692528,2.6477824487170847,2.174752883030504
LES1252881600Q,367,2020-02-01,343.48333333333335,9.211778478941948,360.75,3.570714214271425,2.5528910318920026,1.750350105035012
LES1252881600Q,367,2020-03-01,343.675,9.458589533666558,361.75,3.493500458643945,2.4660124976327427,1.5027907000870602
LES1252881600Q,393,2020-04-01,344.1,10.473977357273228,364.6666666666667,9.509166231812463,4.668713549017114,2.9795812422066508
LES1252881600Q,393,2020-05-01,344.525,11.38328606689089,367.5833333333333,12.2508503106247,4.258436422940566,2.0746859215660947
LES1252881600Q,393,2020-06-01,344.95,12.210238161738966,370.5,13.826851347353749,3.935222176956849,1.627268525187852
LES1252881600Q,384,2020-07-01,345.3,12.716428862900546,372.5,13.90552538970162,3.043307238001781,0.8270093849540455
LES1252881600Q,384,2020-08-01,345.65,13.193867941604699,374.5,13.66814478333405,2.9066533157475063,0.6950467785199067
LES1252881600Q,384,2020-09-01,346,13.645573665928044,376.5,13.09753620134163,2.784785816288772,0.5726267814577025
LES1252881600Q,376,2020-10-01,346.2916666666667,13.909307586469357,377.6666666666667,12.286972652761012,2.135859973521103,-0.13564502125689748
LES1252881600Q,376,2020-11-01,346.5833333333333,14.162077028822718,378.8333333333333,11.288234690342083,2.0771435296388914,-0.2509987975141445
LES1252881600Q,376,2020-12-01,346.875,14.404459218525048,380,10.045351706590013,2.021943313397243,-0.39819412170266727
LES1252881600Q,373,2021-01-01,347.1666666666667,14.57656305430709,380.5,9.472448085224471,1.7722513350429385,-0.791769976728489
LES1252881600Q,373,2021-02-01,347.4583333333333,14.740840103154865,381,8.831760866327848,1.7327144510033865,-0.9058216273156765
LES1252881600Q,373,2021-03-01,347.75,14.89754928805124,381.5,8.107235825315108,1.6949096466659834,-1.0484461267869467
LES1252881600Q,371,2021-04-01,348.0416666666667,15.007782761532996,379.6666666666667,7.749877809398421,1.5297618374500108,-1.1182972015579984
LES1252881600Q,371,2021-05-01,348.3333333333333,15.11153676557639,377.8333333333333,6.860073327640606,1.4999577487248448,-0.9961020833116242
LES1252881600Q,371,2021-06-01,348.625,15.208943907777291,376,5.169842621131974,1.4711738129666092,-0.9671474291233287
LES1252881600Q,367,2021-07-01,348.8833333333333,15.255903022463546,374.5833333333333,5.107184482014854,1.1875184733405029,-1.4848363829500018
LES1252881600Q,367,2021-08-01,349.14166666666665,15.298319693161524,373.1666666666667,4.58918359412718,1.1673395308450882,-1.3437393689278907
LES1252881600Q,367,2021-09-01,349.4,15.336231610144651,371.75,3.4145410978769766,1.1476091681060638,-1.3911093361721016
LES1252881600Q,362,2021-10-01,349.625,15.321244930438498,370.5833333333333,4.14418175569586,0.8077019887212145,-2.0711768545228937
LES1252881600Q,362,2021-11-01,349.85,15.30290794576765,369.4166666666667,4.440686542607682,0.793966744298447,-1.6701621687333585
LES1252881600Q,362,2021-12-01,350.075,15.281208595345257,368.25,4.392659165636977,0.7803702125781095,-1.4228283516491977
LES1252881600Q,363,2022-01-01,350.30833333333334,15.262848745261426,367.4166666666667,4.358029857908759,0.8315398310297071,-1.0134548891746382
LES1252881600Q,363,2022-02-01,350.5416666666667,15.240864922485015,366.5833333333333,4.14418175569586,0.8174295485654097,-0.8646660654804287
LES1252881600Q,363,2022-03-01,350.775,15.21524141867527,365.75,3.7203372281164366,0.8034706557462172,-0.7391803031232985
